Id,Name,Description,Longitude,Latitude,Address,Phone,Email,District,StandbyTimesUrl,ShareStandbyTimes,HasCTH,HasSIGLIC,HasEmergency,InstitutionURL
181,"Hospital Distrital Figueira da Foz, EPE",,-8.860848,40.130358,Gala 3094-001 Figueira da Foz,233402000,hdff@hdfigueira.min-saude.pt,Coimbra,http://api.pds.min-saude.pt/api/Tems/standbytime?id=181,True,True,True,True,http://www.hdfigueira.pt
172,"Maternidade Dr. Daniel de Matos (Centro Hospitalar e Universitário de Coimbra, EPE) ","Centro Hospitalar e Universitário de Coimbra, EPE",-8.411143,40.207821,Rua Miguel Torga 3030-165 Coimbra,239403060,secobstetricia@huc.min-saude.pt,Coimbra,http://api.pds.min-saude.pt/api/Tems/standbytime?id=172,True,True,True,True,http://www.chuc.min-saude.pt
234,"Hospital Dr. José Maria Grande - Portalegre (Unidade Local de Saúde do Norte Alentejano, EPE)","Unidade Local de Saúde do Norte Alentejano, EPE",-7.42762953,39.3000641,Av. de Santo António 7300-853 PORTA Portalegre,245301000,admin@ulsna.min-saude.pt,Portalegre,http://api.pds.min-saude.pt/api/Tems/standbytime?id=234,True,True,True,True,http://www.ulsna.min-saude.pt
179,"Hospital São Teotónio - Viseu (Centro Hospitalar Tondela-Viseu, EPE)","Centro Hospitalar Tondela-Viseu, EPE",-8.08287,40.51689,Av. do Rei D. Duarte 3504-509  Viseu,232420500,geral@hstviseu.min-saude.pt,Viseu,http://api.pds.min-saude.pt/api/Tems/standbytime?id=179,True,True,True,True,http://www.hstviseu.min-saude.pt/
148,Hospital São José  - Fafe,,-8.17214,41.448674,Praça José Florêncio Soares - Apartado 120 4820-148 Fafe,253540330,geral.hsj@scmfafe.pt,Braga,http://api.pds.min-saude.pt/api/Tems/standbytime?id=148,True,True,True,True,http://www.hsj.scmfafe.pt/
178,"Hospital São Sebastião (Centro Hospitalar de Entre o Douro e Vouga, EPE)","Centro Hospitalar de Entre Douro e Vouga, EPE",-8.547738791,40.93016984,Rua Dr. Cândido de Pinho 4520-211 Santa Maria da Feira,256379700,hssebastiao@chedv.min-saude.pt,Aveiro,http://api.pds.min-saude.pt/api/Tems/standbytime?id=178,True,True,True,True,http://www.chedv.min-saude.pt
2077,"Hospital de Vila do Conde (Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE)","Centro Hospitalar Póvoa de Varzim Vila do Conde, EPE",-8.744714,41.354397,Largo Dr. António José de Almeida 4480-733 Vila do Conde,252299100,cavc@chpvvc.min-saude.pt,Porto,http://api.pds.min-saude.pt/api/Tems/standbytime?id=2077,False,True,True,False,http://www.chpvvc.pt/
165,Hospital Termal Rainha D. Leonor (Centro Hospitalar do Oeste) ,Centro Hospitalar do Oeste,-9.132535458,39.40318942,Largo Rainha D. Leonor 2500-176 Caldas da Rainha,262830300,secretariado.ca@choeste.min-saude.pt,Leiria,http://api.pds.min-saude.pt/api/Tems/standbytime?id=165,False,True,False,False,http://www.choeste.min-saude.pt/
431,Centro de Saúde de Moimenta da Beira,,-7.610076,40.971893,Av. da República 3620-334 Moimenta Da Beira,254520250,ctecnico.mbeira@srsvreal.min-saude.pt,Viseu,http://api.pds.min-saude.pt/api/Tems/standbytime?id=431,False,False,False,True,
209,"Hospital Santa Marta (Centro Hospitalar Lisboa Central, EPE)",Centro Hospitalar Lisboa Central,-9.145538807,38.72356313,Rua de Santa Marta 1169-024 Lisboa,213594000,sec.adm.hsm@chlc.min-saude.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=209,False,True,True,False,http://www.chlc.min-saude.pt/
215,"Hospital São Bernardo (Centro Hospitalar de Setúbal, EPE)","Centro Hospitalar de Setúbal, EPE",-8.883224,38.5291742,R. Camilo Castelo Branco - Apartado 140 2910-446 Setúbal,265549000,geral@chs.min-saude.pt,Setúbal,http://api.pds.min-saude.pt/api/Tems/standbytime?id=215,True,True,True,True,http://www.chs.min-saude.pt
2565,"Hospital Pêro da Covilhã (Centro Hospitalar Cova da Beira, EPE)","Centro Hospitalar Cova da Beira, EPE",-7.49227,40.26606815,Quinta do Alvito 6200-251 Covilhã,275330000,info@chcbeira.min-saude.pt,Castelo Branco,http://api.pds.min-saude.pt/api/Tems/standbytime?id=2565,True,True,True,True,http://www.chcbeira.pt
175,"Hospital Cândido de Figueiredo - Tondela (Centro Hospitalar Tondela-Viseu, EPE)","Centro Hospitalar Tondela-Viseu, EPE",-8.083142638,40.51689,Av. General Humberto Delgado 3460-525 Tondela,232819060,ca@hdtondela.min-saude.pt,Viseu,http://api.pds.min-saude.pt/api/Tems/standbytime?id=175,True,True,True,True,http://www.hstviseu.min-saude.pt/
203,"Hospital Dr. Manoel Constâncio - Abrantes (Centro Hospitalar Médio Tejo, EPE)","Centro Hospitalar Médio Tejo, EPE",-8.243175,39.503815,Largo Engenheiro Bioucas 2200-202 Abrantes,241360700,geral@chmt.min-saude.pt,Santarém,http://api.pds.min-saude.pt/api/Tems/standbytime?id=203,True,True,True,True,http://www.chmt.min-saude.pt/
214,Hospital Vila Franca de Xira,,-8.985314369,38.97796042,"Estrada Nacional Nº1, Povos 2600-009 Vila Franca de Xira",263006500,hvfxira@hvfx.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=214,True,True,True,True,http://www.hospitalvilafrancadexira.pt
149,Hospital de Braga,,-8.417804,41.542624,Lugar das Sete Fontes 4710-243 Braga,253027000,hbraga@hospitaldebraga.pt,Braga,http://api.pds.min-saude.pt/api/Tems/standbytime?id=149,True,True,True,True,https://www.hospitaldebraga.pt/
216,"Hospital São Francisco Xavier (Centro Hospitalar de Lisboa Ocidental, EPE)","Centro Hospitalar de Lisboa Ocidental, EPE",-9.220508117,38.7076959,Estrada do Forte do Alto do Duque 1449-005 Lisboa,210431000,hsfxavier@chlo.min-saude.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=216,True,True,True,True,http://www.chlo.min-saude.pt/
182,"Hospital Conde de Sucena – Águeda (Centro Hospitalar do Baixo Vouga, EPE)","Centro Hospitalar do Baixo Vouga, EPE",-8.449143,40.5759082,Rua da Misericórdia 3750-130 Águeda,234611000,geral@hdagueda.min-saude.pt,Aveiro,http://api.pds.min-saude.pt/api/Tems/standbytime?id=182,True,True,True,True,http://www.chbv.min-saude.pt
183,"Hospital Distrital de Lamego (Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE)","Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE",-7.795880735,41.083727298,Lugar de Calvilhe 5100-038 Lamego,254609980,geral@chtmad.min-saude.pt,Viseu,http://api.pds.min-saude.pt/api/Tems/standbytime?id=183,True,True,True,True,http://www.chtmad.min-saude.pt
195,"Hospital Visconde de Salreu - Estarreja (Centro Hospitalar do Baixo Vouga, EPE)","Centro Hospitalar do Baixo Vouga, EPE",-8.5673317,40.747907,Apartado 46 3860-756 Estarreja,234810000,geral@hvsalreu.min-saude.pt,Aveiro,http://api.pds.min-saude.pt/api/Tems/standbytime?id=195,False,True,True,False,http://www.chbv.min-saude.pt
201,Hospital Júlio de Matos (Centro Hospitalar Psiquiátrico de Lisboa),Centro Hospitalar Psiquiátrico de Lisboa,-9.147035,38.756301,"Av. do Brasil, 53 1749-002 Lisboa",217917000,administracao@chpl.min-saude.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=201,False,True,False,False,http://www.chpl.pt/
228,"Instituto Português de Oncologia de Lisboa Francisco Gentil, EPE",IPO Lisboa,-9.163105,38.73956,Rua Prof. Lima Basto 1099-023 Lisboa,217229800,ipofg@ipolisboa.min-saude.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=228,False,True,True,False,http://www.ipolisboa.min-saude.pt/
232,Hospital São Paulo - Serpa,"Unidade Local de Saúde do Baixo Alentejo, EPE",-7.595917,37.944371,Largo de São Paulo 7830-386 Serpa,284544715, geral.serpa@ulsba.min-saude.pt,Beja,http://api.pds.min-saude.pt/api/Tems/standbytime?id=232,False,True,True,False,http://www.ulsba.min-saude.pt/
160,Centro Materno-Infantil do Norte (Centro Hospitalar do Porto),"Centro Hospitalar do Porto, EPE",-8.623216152,41.15119265,Largo da Maternidade 4050-371 Porto,226087400,seccg.dmn@chporto.min-saude.pt,Porto,http://api.pds.min-saude.pt/api/Tems/standbytime?id=160,False,True,True,True,http://www.chporto.pt/
233,"Hospital Espírito Santo de Évora, EPE",,-7.903353,38.568662,Largo Senhor da Pobreza 7000-811 Évora,266740100,geral@hevora.min-saude.pt,Évora,http://api.pds.min-saude.pt/api/Tems/standbytime?id=233,False,True,True,True,http://www.hevora.min-saude.pt
136,"Hospital Distrital de Macedo de Cavaleiros (Unidade Local de Saúde do Nordeste, EPE)","Unidade Local de Saúde do Nordeste, EPE",-6.959864,41.535443,Rua Dr. Urze Pires 5340-263 Macedo de Cavaleiros,278428200,secretariado@ulsne.min-saude.pt,Bragança,http://api.pds.min-saude.pt/api/Tems/standbytime?id=136,True,True,True,True,http://www.ulsne.min-saude.pt
2561,"Hospital Distrital de Vila Nova de Gaia (Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE)",Hospital Distrital Vila Nova de Gaia,-8.6122023,41.1286183,Rua Dr. Francisco sá Carneiro 4400-129 Vila Nova de Gaia,227865100,geral@chvng.min-saude.pt,Porto,http://api.pds.min-saude.pt/api/Tems/standbytime?id=2561,True,True,True,True,http://www.chvng.min-saude.pt
225,"Hospital Garcia de Orta, EPE",,-9.176903,38.673149,"Av. Torrado da Silva, Pragal 2801-951 Almada",212940294,geral@hgo.min-saude.pt,Setúbal,http://api.pds.min-saude.pt/api/Tems/standbytime?id=225,True,True,True,True,http://www.hgo.pt
75458,Hospital Beatriz Ângelo,,-9.177103043,38.82388991,"Avenida Carlos Teixeira, 3 2674 Loures",219847200,geral@hbeatrizangelo.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=75458,True,True,True,True,http://www.hbeatrizangelo.pt/
235,"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)","Unidade Local de Saúde do Baixo Alentejo, EPE",-7.870084047,38.0142877,Rua Dr. António Fernando Covas Lima 780 Beja,284310200,ca@ulsba.min-saude.pt,Beja,http://api.pds.min-saude.pt/api/Tems/standbytime?id=235,True,True,True,True,http://www.ulsba.min-saude.pt/
155,"Hospital Padre Américo - Vale do Sousa (Centro Hospitalar Tâmega e Sousa, EPE)","Centro Hospitalar Tâmega e Sousa, EPE",-8.313946,41.228408,"Avenida do Hospital Padre Américo, nº210 4564-007 Penafiel",255714000,administracao@chts.min-saude.pt,Porto,http://api.pds.min-saude.pt/api/Tems/standbytime?id=155,True,True,True,True,http://www.chtamegasousa.pt/
2006,Instituto de Oftalmologia Dr. Gama Pinto,,-9.144954,38.721729,"Travessa Larga, 2 1169-019 Lisboa",213553060,gabinete.cidadao@igpinto.min-saude.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=2006,False,True,True,False,http://www.institutogamapinto.com
2566,"Hospital do Fundão (Centro Hospitalar Cova da Beira, EPE)","Centro Hospitalar Cova da Beira, EPE",-7.5013,40.13498,Avenida Adolfo Portela 6230-288 Fundão,275330000,direccao.hf@chcbeira.min-saude.pt,Castelo Branco,http://api.pds.min-saude.pt/api/Tems/standbytime?id=2566,False,True,True,False,http://www.chcbeira.pt
190,Hospital José Luciano de Castro - Anadia,,-8.441727161,40.4425543,Rua da Misericórdia - Apartado 93 3780-226  Anadia,231510420,hdanadia@hdanadia.min-saude.pt,Aveiro,http://api.pds.min-saude.pt/api/Tems/standbytime?id=190,False,True,True,False,http://www.hospitalanadia.pt/
159,"Instituto Português de Oncologia de Porto Francisco Gentil, EPE",IPO Porto,-8.605716,41.179108,Rua Dr. António Bernardino de Almeida 4200-072  Porto,225084000,diripo@ipoporto.min-saude.pt,Porto,http://api.pds.min-saude.pt/api/Tems/standbytime?id=159,False,True,True,False,http://www.ipoporto.pt/
555,Centro de Saúde de Montemor-o-Novo,,-8.213613331,38.64532454,Rua Fernando Pessoa 7050-236 Montemor-o-Novo,266898900,csmontemor@alentejocentral.min-saude.pt,Évora,http://api.pds.min-saude.pt/api/Tems/standbytime?id=555,False,False,False,True,
144,"Hospital Nossa Senhora da Conceição de Valongo (Centro Hospitalar de São João, EPE)","Centro Hospitalar de São João, EPE",-8.49882334,41.18710409,Rua da Misericórdia 4440-563 Valongo,224220019,secretariado@hvalongo.min-saude.pt,Porto,http://api.pds.min-saude.pt/api/Tems/standbytime?id=144,False,True,True,False,http://portal-chsj.min-saude.pt
517,Centro de Saúde de Alcácer do Sal,,-8.509792,38.375347,Avenida José Saramago 7580-206 Alcácer do Sal,265610500,ucsp.alcacer@alentejolitoral.min-saude.pt,Setúbal,http://api.pds.min-saude.pt/api/Tems/standbytime?id=517,False,False,False,True,
226,"Hospital Ortopédico Sant'Iago do Outão (Centro Hospitalar de Setúbal, EPE)","Centro Hospitalar de Setúbal, EPE",-8.935574,38.510583,Outão 2900-182 Setúbal,265543900,geral@chs.min-saude.pt,Setúbal,http://api.pds.min-saude.pt/api/Tems/standbytime?id=226,False,True,True,False,http://www.chs.min-saude.pt
362,Centro de Saúde de Arganil,,-8.054373264,40.21588994,"Rua Condessa das Canas, 18 3300-036 Arganil",235200100,cs05@srscoimbra.min-saude.pt,Coimbra,http://api.pds.min-saude.pt/api/Tems/standbytime?id=362,False,False,False,True,
210,"Hospital Santo António dos Capuchos (Centro Hospitalar Lisboa Central, EPE)",Centro Hospitalar Lisboa Central,-9.141437,38.72153,Alameda Santo António dos Capuchos 1169-050 Lisboa,213136300,sec.adm.capuchos@chlc.min-saude.pt,Lisboa,http://api.pds.min-saude.pt/api/Tems/standbytime?id=210,False,True,True,False,http://www.chlc.min-saude.pt/
